feature,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cens,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_cqt,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,chroma_stft,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,rms,rms,spectral_bandwidth,spectral_bandwidth,spectral_centroid,spectral_centroid,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_rolloff,spectral_rolloff,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,tonnetz,zcr,zcr
statistics,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,var,var,var,var,var,var,var,var,var,var,var,var,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,var,var,var,var,var,var,var,var,var,var,var,var,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,var,var,var,var,var,var,var,var,var,var,var,var,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,var,var,var,var,var,var,var,var,var,var,var,var,mean,var,mean,var,mean,var,mean,mean,mean,mean,mean,mean,mean,var,var,var,var,var,var,var,mean,var,mean,mean,mean,mean,mean,mean,var,var,var,var,var,var,mean,var
number,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,02,03,04,05,06,07,08,09,10,11,12,01,01,01,01,01,01,01,02,03,04,05,06,07,01,02,03,04,05,06,07,01,01,01,02,03,04,05,06,01,02,03,04,05,06,01,01
0,1.9979442407e-01,2.7284926990e-01,4.3939880367e-01,4.1367773316e-01,3.6045659707e-01,2.1362299552e-01,2.0109060323e-01,1.2583092795e-01,2.6692601420e-01,1.7305969104e-01,2.4409615707e-01,1.6613331420e-01,4.1705791570e-01,2.4137403385e-01,1.6824571279e-01,1.9987821369e-01,2.9672864635e-01,4.5365077227e-01,6.0622876302e-01,4.7494890767e-01,4.6250067120e-01,3.8365014007e-01,4.4164148124e-01,5.0720509262e-01,3.7979307771e-01,4.6389889717e-01,7.1532571316e-01,6.8802744150e-01,6.0699903965e-01,4.0722599626e-01,3.9613354206e-01,2.9683017731e-01,4.8235940933e-01,3.5740289092e-01,4.5032209158e-01,3.4689000249e-01,5.1868885756e-01,4.4815674424e-01,3.4545695782e-01,3.8258132339e-01,4.4562786818e-01,5.7507508993e-01,6.3803082705e-01,5.4559016228e-01,5.7874268293e-01,5.6908416748e-01,5.8970957994e-01,5.7132327557e-01,3.6231300235e-01,3.6795631051e-01,4.3981391191e-01,2.4464903772e-01,2.4776719511e-01,3.3550593257e-01,3.6469987035e-01,4.3573102355e-01,2.9595869780e-01,3.1499752402e-01,4.0683659911e-01,3.8482850790e-01,9.0267479420e-01,7.7721834183e-01,7.1886438131e-01,8.6369711161e-01,1.0342061520e+00,8.6143237352e-01,7.6037436724e-01,7.9453504086e-01,8.5742521286e-01,8.9038884640e-01,8.1788659096e-01,7.6000052691e-01,-1.1357064819e+02,1.2157179260e+02,-1.9168142319e+01,4.2366420746e+01,-6.3646640778e+00,1.8623498917e+01,-1.3704891205e+01,1.5343150139e+01,-1.2274109840e+01,1.0976572037e+01,-8.3265733719e+00,8.8037929535e+00,-4.4587227702e-01,1.4149785042e-01,-8.0072623491e-01,2.9014849663e-01,-2.0360801220e+00,5.0707769394e-01,-6.0019451380e-01,5.4112517834e-01,-7.3868113756e-01,7.2532224655e-01,-9.4391602278e-01,8.1311547756e-01,7.8275851674e-02,4.5929739439e-01,2.0024490601e+03,1.4634959427e-01,1.7841658495e+03,2.0191041951e-01,1.5987973292e+01,1.5107259667e+01,1.8456721094e+01,1.8369068169e+01,1.8922360321e+01,1.7196203788e+01,3.9647304522e+01,2.7150195986e-01,2.7740501633e-01,2.5029958713e-01,1.9764076448e-01,1.8447958749e-01,1.4739289229e-01,7.7664787020e-02,3.8058396058e+03,2.4947882565e-01,-2.9198914752e-02,-2.0275064298e-02,1.5956640441e-02,-1.5724826559e-02,-1.1401049323e-02,-9.8536025722e-03,-1.4171864803e+00,-2.2291527672e+00,5.0411894767e+00,-8.8338723126e+00,-2.3016081073e+00,-3.8276673450e+00,8.3044820669e-02,3.3347996249e-01
1,2.2849896409e-01,3.1721739744e-01,4.6300158760e-01,4.5217332775e-01,3.0769617613e-01,1.3203218419e-01,2.7834068885e-01,1.5248859034e-01,1.4285728122e-01,8.7387796451e-02,2.3094981963e-01,8.1097677371e-02,5.5548518089e-01,2.2558496286e-01,1.7610073002e-01,1.5316990345e-01,4.5220468975e-01,7.1865259828e-01,5.0667069528e-01,5.5788291083e-01,7.3812756097e-01,8.1859670203e-01,5.7123158044e-01,9.3329181115e-01,3.7882152200e-01,4.5210075378e-01,6.8763816357e-01,6.8651098013e-01,4.7414696217e-01,2.7066525817e-01,4.4781848788e-01,2.7748471498e-01,2.7177190781e-01,2.1463397145e-01,3.7160593271e-01,2.0877254009e-01,6.5975630283e-01,4.8571643233e-01,3.9704853296e-01,4.3548381329e-01,5.9973722696e-01,8.0157428980e-01,6.6965365410e-01,5.6860405207e-01,6.8206357956e-01,7.0739680529e-01,7.0495587587e-01,8.2170903683e-01,4.6005195379e-01,3.5025563836e-01,3.2089442015e-01,2.1156284213e-01,2.0090545714e-01,3.3091169596e-01,3.9736729860e-01,5.6047344208e-01,3.8413998485e-01,2.5517761707e-01,2.8502038121e-01,3.3420202136e-01,8.2078444958e-01,8.4815829992e-01,9.6073269844e-01,1.0813045502e+00,1.0406656265e+00,9.3977659941e-01,7.1090334654e-01,6.5447396040e-01,7.6837462187e-01,9.1215413809e-01,9.8053944111e-01,8.0550473928e-01,-2.0750169373e+02,1.2399126434e+02,8.9551267624e+00,3.5877647400e+01,2.9073197842e+00,2.1510467529e+01,-8.5604362488e+00,2.3370685577e+01,-1.0099660873e+01,1.1900497437e+01,-5.5556387901e+00,5.3763270378e+00,-4.2465540767e-01,1.9089902937e-01,2.6725993156e+00,4.5330858231e-01,5.7548522949e+00,5.8153456450e-01,-1.6555379629e+00,5.1088273525e-01,-1.2761131525e+00,8.5841846466e-01,-1.8459478617e+00,1.8242970705e+00,5.7512948784e-02,5.5904548121e-01,2.0390365161e+03,2.2678967728e-01,1.5301766787e+03,4.0065054809e-01,1.5984178828e+01,1.7065941951e+01,1.9142644162e+01,1.9201212274e+01,1.8330112235e+01,1.7508315830e+01,3.7500492535e+01,2.6233356758e-01,2.7058767804e-01,2.5162226738e-01,2.2343070335e-01,1.9167301403e-01,1.7893353163e-01,1.5575515628e-01,3.5505220984e+03,4.8602918971e-01,-4.4958273025e-02,-1.0458582931e-02,5.2203433928e-02,-9.8778065569e-02,2.8384160098e-02,2.2269177974e-02,-9.1386728439e-01,-6.6676189471e+00,1.6371824379e+00,-1.8212347122e+00,1.0205253447e+00,1.8285555842e+00,5.6039808706e-02,6.7891572217e-01
2,2.5412879770e-01,2.3735042806e-01,1.7000192255e-01,2.2955702448e-01,1.9578500553e-01,3.1815065603e-01,3.2573251582e-01,2.8580716946e-01,2.9218814137e-01,3.4887695363e-01,2.5667951685e-01,2.6284223083e-01,3.1731852053e-01,4.4431218673e-01,5.1743267625e-01,5.6737940129e-01,6.1757061281e-01,4.4442979386e-01,2.8296066410e-01,4.4884762824e-01,3.1018261943e-01,2.5821699196e-01,2.2692423485e-01,3.0615437544e-01,4.5421367884e-01,4.3578574061e-01,3.5682132840e-01,4.2664375901e-01,4.0279719234e-01,5.7240688801e-01,5.5457752943e-01,4.9811464548e-01,5.0927090645e-01,5.8060103655e-01,4.4848981500e-01,4.6299040318e-01,5.2502441406e-01,5.4914212227e-01,5.6556582451e-01,5.9261077642e-01,6.6120582819e-01,5.5185401440e-01,4.9676057696e-01,5.3129720688e-01,5.2470314503e-01,4.5987960696e-01,4.7871947289e-01,5.1196020842e-01,2.7318853140e-01,1.9605752826e-01,3.1518724561e-01,4.0813052654e-01,5.4687869549e-01,3.2192963362e-01,3.0471765995e-01,2.8839385509e-01,3.3419001102e-01,4.0193152428e-01,3.8453266025e-01,5.8850836754e-01,7.7574437857e-01,9.2299216986e-01,8.6161357164e-01,6.6511732340e-01,6.4023256302e-01,7.3230767250e-01,7.9371762276e-01,8.7173885107e-01,7.3988109827e-01,8.2865363359e-01,6.5419042110e-01,5.9982138872e-01,-9.0722595215e+01,1.4044630432e+02,-2.9093889236e+01,3.1684333801e+01,-1.3984503746e+01,2.5764741898e+01,-1.3664875031e+01,1.1639933586e+01,-1.1783641815e+01,9.7187604904e+00,-1.3133803368e+01,5.7911992073e+00,-6.3502538204e-01,1.6060101986e-01,-6.9747954607e-01,3.7885481119e-01,-8.9168077707e-01,3.3511459827e-01,-7.5691884756e-01,8.8690465689e-01,-6.8654417992e-01,8.4791505337e-01,-5.7876682281e-01,1.3865792751e+00,1.0608770501e-01,3.4432270354e-01,1.7477023117e+03,1.5800266124e-01,1.5528118648e+03,2.5473782124e-01,2.6346099693e+01,1.4194216732e+01,1.7709813228e+01,1.9429747516e+01,2.0345049327e+01,1.8322010774e+01,3.9035678460e+01,2.0765385506e-01,2.7937031327e-01,2.8317471297e-01,2.1602925139e-01,1.8603693314e-01,1.6108105064e-01,8.2683049774e-02,3.0422602324e+03,2.9105242047e-01,-1.4027386199e-02,-3.0793435996e-03,-4.0355157759e-02,-4.3520260862e-03,-9.2499864669e-03,2.3490927583e-02,-3.2811657689e+00,-1.7580209593e+01,-3.6366527400e+00,-1.7063848519e+01,-3.6024860289e+00,1.1805748588e+00,7.6291207463e-02,4.1591385370e-01
3,6.7506905279e-02,8.8361515518e-02,5.5054399875e-02,2.8732787360e-01,3.8564261350e-01,6.2271220463e-01,3.1059817085e-01,1.8753867325e-01,1.7486221720e-01,1.5186469499e-01,1.2204283737e-01,8.0148109251e-02,1.2716417154e+00,7.7850980481e-01,1.0388400902e+00,5.8864950207e-01,3.8785251852e-01,2.9973401376e-01,3.5200539488e-01,6.3578138790e-01,6.4121490571e-01,4.9231271846e-01,7.3372671811e-01,9.1832738613e-01,1.5702474117e-01,1.7900599539e-01,1.5001524985e-01,3.9934316278e-01,4.9334505200e-01,7.8510552645e-01,3.3954876661e-01,2.7480915189e-01,2.5282093883e-01,2.0552019775e-01,2.0624604821e-01,1.6480746865e-01,1.2212362289e+00,9.8773300648e-01,8.5527127981e-01,8.2626360655e-01,7.0601391792e-01,4.0192824602e-01,6.6928726435e-01,9.2170566320e-01,8.8781476021e-01,7.2887772322e-01,9.8749643564e-01,1.0202829838e+00,3.4100618958e-01,4.0829029679e-01,5.2433323860e-01,5.4700773954e-01,6.5718144178e-01,5.1160287857e-01,3.5560333729e-01,2.5160655379e-01,2.4625825882e-01,3.1505966187e-01,3.1642806530e-01,3.8303893805e-01,7.3350757360e-01,5.7993716002e-01,6.2205135822e-01,5.5455183983e-01,5.2496117353e-01,5.9299147129e-01,6.5137499571e-01,7.9244679213e-01,8.7334102392e-01,9.3232381344e-01,8.8816100359e-01,8.8115030527e-01,-1.9954420471e+02,1.5009089661e+02,5.6626782417e+00,2.6859079361e+01,1.7713992596e+00,1.4234030724e+01,-4.8320064545e+00,9.2864942551e+00,-7.5918650627e-01,8.1376066208e+00,-3.2006530762e+00,6.0793190002e+00,-3.7191081047e-01,1.4235363901e-01,2.8319189548e+00,4.6838659048e-01,9.2422733307e+00,7.9108226299e-01,-2.5841181278e+00,9.7078561783e-01,-1.2641963959e+01,1.0377457142e+00,-3.2803823948e+00,1.1426223516e+00,8.5106745762e-02,5.9933774798e-01,1.5964128722e+03,2.5555570632e-01,1.0701066150e+03,4.0123750553e-01,2.9778324958e+01,1.4762350926e+01,1.7252433949e+01,1.8639249162e+01,1.8496758031e+01,1.6794073961e+01,3.4260686073e+01,1.7126180432e-01,2.7518396437e-01,2.4469561170e-01,1.7810200043e-01,1.8050090753e-01,1.3771452797e-01,1.3605540665e-01,2.1847457992e+03,5.5931601857e-01,-9.0781309919e-02,5.5208613415e-02,-1.4920588127e-01,5.1569312969e-02,-3.2445200740e-02,-8.9386971847e-03,-7.9256755339e-01,1.3615971109e+00,-1.4968816314e+00,2.5568312508e+00,-1.8403304969e+00,-3.8605245889e+00,3.3308862626e-02,6.1728627522e-01
4,3.3028599696e-01,3.0640051436e-01,2.2122848361e-01,2.8709714208e-01,2.3396109479e-01,2.7619439008e-01,3.9972661510e-01,2.9684352479e-01,1.5819207883e-01,1.6560600528e-01,2.1500192800e-01,3.3995873500e-01,2.3955574910e-01,2.4696702210e-01,3.8636060231e-01,2.1518906295e-01,3.0280726995e-01,2.7302367490e-01,1.8385784702e-01,2.6711269953e-01,5.5313275933e-01,4.6594435968e-01,3.7774581809e-01,2.4234162443e-01,5.7234227657e-01,5.4666399956e-01,4.4162821770e-01,5.1510435343e-01,4.4158869982e-01,5.0005179644e-01,6.9138306379e-01,5.3785747290e-01,3.6147919297e-01,3.6554935575e-01,4.2258268595e-01,5.9027177095e-01,4.1890633106e-01,4.7746321559e-01,5.5225193501e-01,4.8092672229e-01,4.8184549809e-01,4.7245287895e-01,3.8774150610e-01,4.8971286416e-01,5.8541107178e-01,5.5642467737e-01,5.1448273659e-01,4.3745601177e-01,1.9262847304e-01,3.1720545888e-01,3.9200907946e-01,2.5586375594e-01,1.9266334176e-01,5.3022271395e-01,2.5379347801e-01,1.3911578059e-01,2.7640339732e-01,3.2433384657e-01,5.5514818430e-01,2.7292463183e-01,1.0137367249e+00,1.0145028830e+00,7.9621756077e-01,1.0728732347e+00,9.3004691601e-01,6.8348330259e-01,8.1704342365e-01,1.2730643749e+00,1.0977381468e+00,7.2028124332e-01,6.4095234871e-01,8.0007183552e-01,-1.6033770752e+02,1.2621963501e+02,-3.5587810516e+01,2.2148071289e+01,-3.2478603363e+01,1.0852293968e+01,-2.3352331161e+01,4.9843367934e-01,-1.1793437004e+01,1.2072551250e+00,-1.3088418007e+01,-2.8138670921e+00,-4.4954103231e-01,2.3149801791e-01,-5.1337808371e-01,6.2799370289e-01,-5.6461334229e-01,1.0699765682e+00,-4.1353347898e-01,2.2401510239e+01,-9.6706074476e-01,8.2698068619e+00,-6.8445736170e-01,-3.3039255142e+00,5.4974620978e-02,5.7015264378e-01,1.7481721158e+03,1.7011905736e-01,1.8350042655e+03,3.1934713840e-01,1.7060606474e+01,1.5702978973e+01,1.9131265728e+01,2.0532016259e+01,2.0793345439e+01,1.9720839556e+01,3.7323314466e+01,2.5370050672e-01,2.5393112137e-01,2.1443010977e-01,2.1061274937e-01,1.9591006323e-01,1.8791372670e-01,1.3797039882e-01,3.5797576267e+03,3.5035448228e-01,-7.3113292485e-03,-3.4255684881e-02,5.4784648793e-02,-3.4433851141e-02,7.7652799322e-03,2.4829172997e-02,-5.9355645001e+00,-1.0496496161e+00,1.2885658021e+00,-2.5640861865e+00,4.2048819033e+00,8.0350969617e-01,1.0146053872e-01,4.3569138577e-01
5,3.8944779965e-01,4.4809350987e-01,2.1102433377e-01,2.5557226374e-01,2.4423387370e-01,1.9677178129e-01,3.0059901870e-01,2.0482310084e-01,1.4342917201e-01,1.9019243449e-01,2.2533952353e-01,2.0037569349e-01,3.2071745498e-01,3.0976416390e-01,5.0400174396e-01,3.8381454903e-01,5.1350408199e-01,4.3834670075e-01,4.3454800573e-01,5.0822144556e-01,6.7373674240e-01,5.4495455396e-01,5.3875262048e-01,6.6305421292e-01,5.5414712429e-01,7.0692992210e-01,3.7162101269e-01,4.1164463758e-01,4.0353471041e-01,3.4533733130e-01,4.9912846088e-01,3.5767975450e-01,2.9724419117e-01,3.3582624793e-01,3.8348591328e-01,3.6989295483e-01,4.2677736282e-01,4.5226603746e-01,6.7137533426e-01,6.0520148277e-01,6.3618034124e-01,6.3595986366e-01,6.3318949938e-01,6.4840030670e-01,7.5613015890e-01,6.9694137573e-01,6.7611807585e-01,7.4793356657e-01,2.3830428720e-01,3.0020087957e-01,6.1701083183e-01,2.3565836251e-01,1.2397125363e-01,2.4369822443e-01,2.7947592735e-01,4.1117647290e-01,2.4383795261e-01,2.8538796306e-01,2.8437089920e-01,3.6638209224e-01,1.2131270170e+00,7.1425813437e-01,6.2109857798e-01,6.9824701548e-01,1.1072453260e+00,1.1352458000e+00,9.1839516163e-01,8.1776827574e-01,9.6386426687e-01,9.8505395651e-01,1.0013080835e+00,8.3639675379e-01,-1.7777424622e+02,1.1820548248e+02,-1.7565879822e+01,3.0762401581e+01,-2.1747840881e+01,1.1920994759e+01,-2.0730993271e+01,3.1865777969e+00,-8.5860385895e+00,-9.3285214901e-01,-1.1772434235e+01,-2.4058322906e+00,-4.8085382581e-01,4.7820299864e-01,-1.4562739134e+00,7.1644788980e-01,-9.5726758242e-01,1.3691394329e+00,-6.2845504284e-01,3.6291174889e+00,-1.5284836292e+00,-1.0726568222e+01,-7.4318432808e-01,-3.6875979900e+00,6.2402548262e-02,6.4403611826e-01,1.7296532869e+03,2.5978878866e-01,1.8319939396e+03,5.5411033476e-01,1.7473263384e+01,1.9561423039e+01,2.1293867085e+01,2.1349520918e+01,2.0791410118e+01,1.9409644572e+01,3.7941688113e+01,2.7482884100e-01,2.7393261354e-01,2.5937612275e-01,2.2761068547e-01,1.9692541107e-01,1.7719401480e-01,1.7866663449e-01,3.4815175917e+03,5.1975649099e-01,-3.6834173170e-02,-3.2026801827e-02,-5.4871718585e-02,2.0645904574e-02,5.4345443024e-02,3.3990216228e-02,-1.6335021085e+00,-2.1369839575e+00,-2.1356275047e+00,8.0079074293e+00,7.0195634683e-01,1.2376473044e+00,9.4041533739e-02,8.3952894605e-01
6,4.1026726853e-01,2.1572327925e-01,2.3918424548e-01,1.7004612166e-01,2.0221574373e-01,8.6732956829e-02,1.8192615066e-01,2.0891942224e-01,8.5618095567e-02,1.4761816203e-01,3.7131485792e-01,4.3910703750e-01,3.8978078586e-01,6.5731305330e-01,6.2467660571e-01,7.5132860724e-01,6.4324703699e-01,8.8494550626e-01,5.2430903418e-01,6.2985790928e-01,9.0773185734e-01,6.8576914233e-01,4.6380320938e-01,4.2331891477e-01,5.2833509445e-01,3.2090225816e-01,3.4150478244e-01,2.4500574172e-01,2.7229773998e-01,1.8590940535e-01,2.7396741509e-01,3.0418404937e-01,1.7888166010e-01,2.3590750992e-01,5.0016689301e-01,6.0014456511e-01,6.0866540670e-01,8.1768608093e-01,8.0741930008e-01,7.9240596294e-01,7.8582549095e-01,9.3036645651e-01,7.8554224968e-01,8.3225733042e-01,8.2120007277e-01,8.3332467079e-01,6.9145888090e-01,6.1212247610e-01,4.2550879717e-01,2.2301405668e-01,1.3123346865e-01,1.5254208446e-01,2.4187968671e-01,4.9119338393e-01,2.4549630284e-01,1.6909216344e-01,2.8818139434e-01,4.6158400178e-01,3.5920324922e-01,3.0700722337e-01,8.5956895351e-01,1.1078939438e+00,1.4288926125e+00,1.4328117371e+00,8.9644682407e-01,7.8441154957e-01,9.9474561214e-01,1.1448115110e+00,1.0276253223e+00,7.6532053947e-01,9.2715322971e-01,8.8118958473e-01,-1.9005236816e+02,1.3028907776e+02,-3.6369533539e+01,3.3029033661e+01,1.1108781815e+01,-6.0558354855e-01,-2.0871854782e+01,2.7302488685e-01,-6.4861402512e+00,-5.5167675018e+00,-7.8397517204e+00,-3.1285920143e+00,-5.1705574989e-01,3.3743098378e-01,-9.9421691895e-01,6.6356581450e-01,2.9633150101e+00,-2.7669898987e+01,-5.9120243788e-01,3.7156867981e+01,-1.7642434835e+00,-2.2454309464e+00,-1.1927648783e+00,-2.5615646839e+00,8.5076123199e-02,7.0631005864e-01,1.3890091312e+03,3.0967635005e-01,1.4593664717e+03,4.5342240227e-01,2.4755126777e+01,2.1080108786e+01,2.2220552493e+01,2.1258865992e+01,2.1661835299e+01,2.0158909106e+01,3.2871383094e+01,2.7239183131e-01,2.7474570112e-01,2.6254248361e-01,2.2940353131e-01,2.0121127920e-01,1.7864402919e-01,2.3834949925e-01,2.7956109633e+03,4.5548489323e-01,5.0304951131e-02,2.7000043818e-02,1.4097935877e-01,-3.2536668657e-02,2.1938905032e-02,-2.8601600838e-03,1.6410657415e+00,2.5199527348e+00,1.1600557595e+00,-4.8015625975e+00,2.5591168367e+00,-1.7072404372e+01,7.3052237408e-02,5.9812073018e-01
7,3.9825181986e-01,2.6241185528e-01,1.2570397213e-01,1.6026531235e-01,9.0572232167e-02,1.1433592653e-01,1.4975201283e-01,2.8736709862e-01,1.9389655976e-01,1.9777037875e-01,3.2666708537e-01,4.9784532585e-01,3.0213749165e-01,5.5943650948e-01,7.1584854613e-01,7.2949740900e-01,7.3589592295e-01,6.1306630255e-01,7.0434809308e-01,4.8842577012e-01,7.2560951546e-01,7.3498942484e-01,3.4545958095e-01,2.9698889292e-01,5.5784696341e-01,4.0304002166e-01,2.4660134315e-01,2.7527245879e-01,2.1596635878e-01,2.3231863976e-01,2.7538999915e-01,4.2210298777e-01,3.2659476995e-01,3.3533161879e-01,4.6875721216e-01,7.2049623728e-01,4.9774262309e-01,6.8528532982e-01,7.3960757256e-01,7.4086689949e-01,6.7855668068e-01,7.5930464268e-01,8.1510853767e-01,6.7700237036e-01,7.6698690653e-01,8.1709384918e-01,6.1026227474e-01,4.2177301645e-01,2.6209104061e-01,2.6160740852e-01,3.2709708810e-01,2.1947024763e-01,2.1428227425e-01,2.9660442472e-01,1.9475583732e-01,1.7988985777e-01,2.6299601793e-01,3.8586702943e-01,6.4665591717e-01,4.4414055347e-01,9.5581954718e-01,1.1337343454e+00,9.4296270609e-01,1.2094782591e+00,1.1932477951e+00,9.7824555635e-01,1.1159304380e+00,1.3255127668e+00,1.0670272112e+00,7.0190042257e-01,5.4148507118e-01,6.2971836329e-01,-1.7934713745e+02,1.3646900940e+02,-2.6673137665e+01,3.9984241486e+01,5.3044161797e+00,1.0928611755e+01,-2.0564826965e+01,8.5111570358e+00,-1.1357249260e+01,-3.4683465958e+00,-8.4199371338e+00,-6.9497151375e+00,-4.5208263397e-01,2.8182962537e-01,-9.1190946102e-01,4.6959051490e-01,4.8072471619e+00,1.0682908297e+00,-6.2229239941e-01,1.4451856613e+00,-1.1545674801e+00,-3.8486921787e+00,-1.4424432516e+00,-1.3165677786e+00,7.9268940485e-02,6.0591972687e-01,1.5772709414e+03,2.6002919172e-01,1.4516670658e+03,4.6188169386e-01,2.0198494166e+01,2.0099709425e+01,2.0721363696e+01,1.9638374712e+01,2.0715391255e+01,1.9613098915e+01,3.6111133227e+01,2.2575562124e-01,2.2840863193e-01,2.4135115126e-01,2.3281533101e-01,1.9531379278e-01,1.6764122010e-01,1.5866623351e-01,2.9548367600e+03,4.3196083652e-01,-6.9446032946e-03,1.0389039591e-02,1.4100307257e-01,3.0281468330e-02,4.6160598845e-03,-8.7491880608e-03,-7.5391454087e+00,6.5887311423e+00,1.1953822646e+00,2.8201635668e+00,8.5755772345e+00,-4.6845315988e+00,6.1442246109e-02,6.9980943572e-01
